node_key,item_pos,parent_key_node_key,prod_guid_node_key,currency_code,gross_amt,tax_amt,net_amt
02BD2137-0890-1EEA-A6C2-BB55C1979421,80,02BD2137-0890-1EEA-A6C2-BB55C1979011,74867AD200E41EDBA5D8B06B26F44052,ARS,2853.62,455.62,2398
02BD2137-0890-1EEA-A6C2-BB55C1979422,90,02BD2137-0890-1EEA-A6C2-BB55C1979011,74867AD200E41EDBA5D8B06B26EEA052,ARS,39.27,6.27,33
02BD2137-0890-1EEA-A6C2-BB55C1979423,10,02BD2137-0890-1EEA-A6C2-BB55C1979012,74867AD200E41EDBA5D8B06B26F6A052,EUR,10.7,1.71,8.99
02BD2137-0890-1EEA-A6C2-BB55C1979424,20,02BD2137-0890-1EEA-A6C2-BB55C1979012,74867AD200E41EDBA5D8B06B26F10052,EUR,160.65,25.65,135
02BD2137-0890-1EEA-A6C2-BB55C1979425,30,02BD2137-0890-1EEA-A6C2-BB55C1979012,74867AD200E41EDBA5D8B06B26EB6052,EUR,2972.62,474.62,2498
02BD2137-0890-1EEA-A6C2-BB55C1979426,40,02BD2137-0890-1EEA-A6C2-BB55C1979012,74867AD200E41EDBA5D8B06B26F6A052,EUR,21.4,3.42,17.98
02BD2137-0890-1EEA-A6C2-BB55C1979427,50,02BD2137-0890-1EEA-A6C2-BB55C1979012,74867AD200E41EDBA5D8B06B26F10052,EUR,160.65,25.65,135
02BD2137-0890-1EEA-A6C2-BB55C1979428,60,02BD2137-0890-1EEA-A6C2-BB55C1979012,74867AD200E41EDBA5D8B06B26EB6052,EUR,2972.62,474.62,2498
02BD2137-0890-1EEA-A6C2-BB55C1979429,70,02BD2137-0890-1EEA-A6C2-BB55C1979012,74867AD200E41EDBA5D8B06B26F6A052,EUR,21.4,3.42,17.98
02BD2137-0890-1EEA-A6C2-BB55C1979430,10,02BD2137-0890-1EEA-A6C2-BB55C1979013,74867AD200E41EDBA5D8B06B26F52052,JPY,46.41,7.41,39
02BD2137-0890-1EEA-A6C2-BB55C1979431,20,02BD2137-0890-1EEA-A6C2-BB55C1979013,74867AD200E41EDBA5D8B06B26EF8052,JPY,33.32,5.32,28
02BD2137-0890-1EEA-A6C2-BB55C1979432,30,02BD2137-0890-1EEA-A6C2-BB55C1979013,74867AD200E41EDBA5D8B06B26F52052,JPY,46.41,7.41,39
02BD2137-0890-1EEA-A6C2-BB55C1979433,40,02BD2137-0890-1EEA-A6C2-BB55C1979013,74867AD200E41EDBA5D8B06B26EF8052,JPY,16.66,2.66,14
02BD2137-0890-1EEA-A6C2-BB55C1979434,50,02BD2137-0890-1EEA-A6C2-BB55C1979013,74867AD200E41EDBA5D8B06B26F52052,JPY,46.41,7.41,39
02BD2137-0890-1EEA-A6C2-BB55C1979435,60,02BD2137-0890-1EEA-A6C2-BB55C1979013,74867AD200E41EDBA5D8B06B26EF8052,JPY,49.98,7.98,42
02BD2137-0890-1EEA-A6C2-BB55C1979436,10,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26F82052,EUR,4280.43,683.43,3597
02BD2137-0890-1EEA-A6C2-BB55C1979437,20,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26F28052,EUR,5.47,0.87,4.6
02BD2137-0890-1EEA-A6C2-BB55C1979438,30,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26ECE052,EUR,410.55,65.55,345
02BD2137-0890-1EEA-A6C2-BB55C1979439,40,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26F82052,EUR,4280.43,683.43,3597
02BD2137-0890-1EEA-A6C2-BB55C1979440,50,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26F28052,EUR,5.47,0.87,4.6
02BD2137-0890-1EEA-A6C2-BB55C1979441,60,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26ECE052,EUR,410.55,65.55,345
02BD2137-0890-1EEA-A6C2-BB55C1979442,70,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26F82052,EUR,2853.62,455.62,2398
02BD2137-0890-1EEA-A6C2-BB55C1979443,80,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26F28052,EUR,8.21,1.31,6.9
02BD2137-0890-1EEA-A6C2-BB55C1979444,90,02BD2137-0890-1EEA-A6C2-BB55C1979014,74867AD200E41EDBA5D8B06B26ECE052,EUR,821.1,131.1,690
02BD2137-0890-1EEA-A6C2-BB55C1979445,10,02BD2137-0890-1EEA-A6C2-BB55C1979015,74867AD200E41EDBA5D8B06B26EDE052,USD,235.62,37.62,198
02BD2137-0890-1EEA-A6C2-BB55C1979446,20,02BD2137-0890-1EEA-A6C2-BB55C1979015,74867AD200E41EDBA5D8B06B26F92052,USD,1651.72,263.72,1388
02BD2137-0890-1EEA-A6C2-BB55C1979447,30,02BD2137-0890-1EEA-A6C2-BB55C1979015,74867AD200E41EDBA5D8B06B26F38052,USD,54.74,8.74,46
02BD2137-0890-1EEA-A6C2-BB55C1979448,10,02BD2137-0890-1EEA-A6C2-BB55C1979016,74867AD200E41EDBA5D8B06B26F6A052,EUR,10.7,1.71,8.99
02BD2137-0890-1EEA-A6C2-BB55C1979449,20,02BD2137-0890-1EEA-A6C2-BB55C1979016,74867AD200E41EDBA5D8B06B26F10052,EUR,107.1,17.1,90
02BD2137-0890-1EEA-A6C2-BB55C1979450,10,02BD2137-0890-1EEA-A6C2-BB55C1979017,74867AD200E41EDBA5D8B06B26EC0052,JPY,8207.43,1310.43,6897
02BD2137-0890-1EEA-A6C2-BB55C1979451,20,02BD2137-0890-1EEA-A6C2-BB55C1979017,74867AD200E41EDBA5D8B06B26F74052,JPY,6069,969,5100
02BD2137-0890-1EEA-A6C2-BB55C1979452,30,02BD2137-0890-1EEA-A6C2-BB55C1979017,74867AD200E41EDBA5D8B06B26F1A052,JPY,65.45,10.45,55
02BD2137-0890-1EEA-A6C2-BB55C1979453,40,02BD2137-0890-1EEA-A6C2-BB55C1979017,74867AD200E41EDBA5D8B06B26EC0052,JPY,5471.62,873.62,4598
02BD2137-0890-1EEA-A6C2-BB55C1979454,10,02BD2137-0890-1EEA-A6C2-BB55C1979018,74867AD200E41EDBA5D8B06B26F14052,EUR,285.24,45.54,239.7
02BD2137-0890-1EEA-A6C2-BB55C1979455,20,02BD2137-0890-1EEA-A6C2-BB55C1979018,74867AD200E41EDBA5D8B06B26EBA052,EUR,1963.5,313.5,1650
02BD2137-0890-1EEA-A6C2-BB55C1979456,30,02BD2137-0890-1EEA-A6C2-BB55C1979018,74867AD200E41EDBA5D8B06B26F6E052,EUR,160.61,25.64,134.97
02BD2137-0890-1EEA-A6C2-BB55C1979457,40,02BD2137-0890-1EEA-A6C2-BB55C1979018,74867AD200E41EDBA5D8B06B26F14052,EUR,95.08,15.18,79.9
02BD2137-0890-1EEA-A6C2-BB55C1979458,50,02BD2137-0890-1EEA-A6C2-BB55C1979018,74867AD200E41EDBA5D8B06B26EBA052,EUR,5890.5,940.5,4950
02BD2137-0890-1EEA-A6C2-BB55C1979459,60,02BD2137-0890-1EEA-A6C2-BB55C1979018,74867AD200E41EDBA5D8B06B26F6E052,EUR,53.54,8.55,44.99
02BD2137-0890-1EEA-A6C2-BB55C1979460,10,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26F56052,ZAR,711.62,113.62,598
02BD2137-0890-1EEA-A6C2-BB55C1979461,20,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26EFC052,ZAR,194.45,31.05,163.4
02BD2137-0890-1EEA-A6C2-BB55C1979462,30,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26F56052,ZAR,711.62,113.62,598
02BD2137-0890-1EEA-A6C2-BB55C1979463,40,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26EFC052,ZAR,194.45,31.05,163.4
02BD2137-0890-1EEA-A6C2-BB55C1979464,50,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26F56052,ZAR,355.81,56.81,299
02BD2137-0890-1EEA-A6C2-BB55C1979465,60,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26EFC052,ZAR,97.22,15.52,81.7
02BD2137-0890-1EEA-A6C2-BB55C1979466,70,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26F56052,ZAR,711.62,113.62,598
02BD2137-0890-1EEA-A6C2-BB55C1979467,80,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26EFC052,ZAR,291.67,46.57,245.1
02BD2137-0890-1EEA-A6C2-BB55C1979468,90,02BD2137-0890-1EEA-A6C2-BB55C1979019,74867AD200E41EDBA5D8B06B26F56052,ZAR,711.62,113.62,598
02BD2137-0890-1EEA-A6C2-BB55C1979469,10,02BD2137-0890-1EEA-A6C2-BB55C1979020,74867AD200E41EDBA5D8B06B26EC0052,JPY,5471.62,873.62,4598
02BD2137-0890-1EEA-A6C2-BB55C1979470,20,02BD2137-0890-1EEA-A6C2-BB55C1979020,74867AD200E41EDBA5D8B06B26F74052,JPY,2023,323,1700
02BD2137-0890-1EEA-A6C2-BB55C1979471,30,02BD2137-0890-1EEA-A6C2-BB55C1979020,74867AD200E41EDBA5D8B06B26F1A052,JPY,130.9,20.9,110
02BD2137-0890-1EEA-A6C2-BB55C1979472,10,02BD2137-0890-1EEA-A6C2-BB55C1979021,74867AD200E41EDBA5D8B06B26ED2052,CAD,1535.1,245.1,1290
02BD2137-0890-1EEA-A6C2-BB55C1979473,20,02BD2137-0890-1EEA-A6C2-BB55C1979021,74867AD200E41EDBA5D8B06B26F86052,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1979474,10,02BD2137-0890-1EEA-A6C2-BB55C1979022,74867AD200E41EDBA5D8B06B26F60052,ARS,464.1,74.1,390
02BD2137-0890-1EEA-A6C2-BB55C1979475,20,02BD2137-0890-1EEA-A6C2-BB55C1979022,74867AD200E41EDBA5D8B06B26F06052,ARS,603.33,96.33,507
02BD2137-0890-1EEA-A6C2-BB55C1979476,30,02BD2137-0890-1EEA-A6C2-BB55C1979022,74867AD200E41EDBA5D8B06B26F60052,ARS,154.7,24.7,130
02BD2137-0890-1EEA-A6C2-BB55C1979477,40,02BD2137-0890-1EEA-A6C2-BB55C1979022,74867AD200E41EDBA5D8B06B26F06052,ARS,402.22,64.22,338
02BD2137-0890-1EEA-A6C2-BB55C1979478,10,02BD2137-0890-1EEA-A6C2-BB55C1979023,74867AD200E41EDBA5D8B06B26F76052,EUR,4284,684,3600
02BD2137-0890-1EEA-A6C2-BB55C1979479,20,02BD2137-0890-1EEA-A6C2-BB55C1979023,74867AD200E41EDBA5D8B06B26F1C052,EUR,103.53,16.53,87
02BD2137-0890-1EEA-A6C2-BB55C1979480,30,02BD2137-0890-1EEA-A6C2-BB55C1979023,74867AD200E41EDBA5D8B06B26EC2052,EUR,1638.63,261.63,1377
02BD2137-0890-1EEA-A6C2-BB55C1979481,40,02BD2137-0890-1EEA-A6C2-BB55C1979023,74867AD200E41EDBA5D8B06B26F76052,EUR,4284,684,3600
02BD2137-0890-1EEA-A6C2-BB55C1979482,50,02BD2137-0890-1EEA-A6C2-BB55C1979023,74867AD200E41EDBA5D8B06B26F1C052,EUR,69.02,11.02,58
02BD2137-0890-1EEA-A6C2-BB55C1979483,60,02BD2137-0890-1EEA-A6C2-BB55C1979023,74867AD200E41EDBA5D8B06B26EC2052,EUR,546.21,87.21,459
02BD2137-0890-1EEA-A6C2-BB55C1979484,70,02BD2137-0890-1EEA-A6C2-BB55C1979023,74867AD200E41EDBA5D8B06B26F76052,EUR,2856,456,2400
02BD2137-0890-1EEA-A6C2-BB55C1979485,10,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26EE2052,EUR,117.81,18.81,99
02BD2137-0890-1EEA-A6C2-BB55C1979486,20,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26F3C052,EUR,11900,1900,10000
